,quoth,beauty,wife,thoughts,death,honour,gentleman,son,sir,art[verb],passions,gods,together,favour,loves,fancy,age,still,heaven,money,else,means,saw,virtue,husband,folly,even,sight,book,seek,year,hands,pride,soon,word,mistress,although,high,sooner,gave,hold,in[adverb],tears,present,affection,sun,want,city,dead,daughter,revenge,earth,kind,keep,purse,within,looks,shalt,hearing,others,devil,light,pass,chamber,told,bring,lay,saith,common,fathers,makes,water,right,care,gold,sorrow,soul,able,back,read,blood,kings,less,ready,sin,wise,hard,ill,next,cast,ears,vain,deep,pray,bed,stand,talk,above,get,pleasant,rich,thinking,times,wealth,thousand,knew,virtues,call,coming,discourse,play,strange,conscience,bad,lady,comes,cut,pleasure,yea,given,hell,work,shepherd,taking,base,ere,follies,fortunes,sea,open,wanton,duke,countenance,prove,side,wine,courtesy,letter,self,certain,horse,wilt,counsel,delight,enough,truth,will[noun],borne,small,taken,course,enemy,seen,red,secret,worthy,mouth,past,four,mother,short,sword,ah,credit,few,manner,stood,children,further,honourable,sought,whatsoever,favours,same,fond,nay,please,england,grief,straight,prince,fame,whereupon,black,bear,drink,FALSE,glory,proud,wind,wits,hundred,fellow,greene,like[adjective],sundry,virtuous,draw,humour,used,conceit,divers,abroad,doctor,hate,grace,greatest,meat,oft,perfection,turn,almost,fit,tongue,beautiful,melancholy,passion,carry,english,fly,kept,people,purpose,whereas,disdain,force,learned,lust,number
Pierce Penniless,0.072777554,0.014555511,0.021833267,0.014555511,0.047305413,0.047305413,0.050944287,0.0327499,0.058222044,0.0327499,0,0.029111022,0.036388777,0.021833267,0.010916634,0,0.036388777,0.029111022,0.072777554,0.029111022,0.047305413,0.036388777,0.025472144,0.029111022,0.007277756,0.021833267,0.010916634,0.010916634,0.0654998,0.0327499,0.0654998,0.0327499,0.0654998,0.014555511,0.040027656,0.014555511,0.029111022,0.047305413,0.018194389,0.018194389,0.036388777,0.014555511,0.007277756,0.003638878,0,0.014555511,0.025472144,0.021833267,0.054583166,0.003638878,0.014555511,0.0654998,0.0327499,0.07641643,0.018194389,0.010916634,0.021833267,0.007277756,0.003638878,0.054583166,0.11280521,0.0327499,0.040027656,0.014555511,0,0.050944287,0.029111022,0.054583166,0.054583166,0.014555511,0.0327499,0.043666534,0.0327499,0.047305413,0.040027656,0.003638878,0.047305413,0.029111022,0.036388777,0.0327499,0.025472144,0.014555511,0.018194389,0.0327499,0.0327499,0.036388777,0.021833267,0.029111022,0.025472144,0.0327499,0.036388777,0.043666534,0.0327499,0.036388777,0.014555511,0.058222044,0.069138676,0.043666534,0.0654998,0.010916634,0.007277756,0.010916634,0.061860923,0.025472144,0.050944287,0.025472144,0.014555511,0.043666534,0.014555511,0.021833267,0.043666534,0.025472144,0.007277756,0.018194389,0.010916634,0.036388777,0.014555511,0.0327499,0.014555511,0.040027656,0.0654998,0.043666534,0,0.018194389,0.021833267,0.029111022,0,0,0.014555511,0.036388777,0.003638878,0.007277756,0.014555511,0.0327499,0.040027656,0.021833267,0.010916634,0,0.010916634,0.047305413,0.018194389,0.010916634,0.025472144,0.025472144,0.0327499,0.010916634,0.014555511,0.014555511,0.018194389,0.007277756,0.036388777,0.025472144,0.025472144,0.018194389,0.010916634,0.018194389,0.029111022,0.010916634,0.018194389,0.014555511,0.021833267,0.014555511,0.007277756,0.014555511,0.025472144,0.040027656,0,0.018194389,0.010916634,0.025472144,0.007277756,0.036388777,0.003638878,0.003638878,0.003638878,0.025472144,0.014555511,0.040027656,0.010916634,0.025472144,0.029111022,0.029111022,0.018194389,0.014555511,0.036388777,0.047305413,0.036388777,0.0327499,0.021833267,0.007277756,0.029111022,0.036388777,0.043666534,0.014555511,0.036388777,0.010916634,0.010916634,0.021833267,0.025472144,0.036388777,0.007277756,0.010916634,0.036388777,0.025472144,0.014555511,0.018194389,0.007277756,0.021833267,0,0.007277756,0.010916634,0.003638878,0.010916634,0.010916634,0.003638878,0.018194389,0.010916634,0.018194389,0.043666534,0.018194389,0.018194389,0.029111022,0.021833267,0.043666534,0,0.007277756,0.021833267,0.025472144,0.061860923
Planetomachia,0.009698381,0.12607895,0.022629553,0.09375101,0.13254453,0.10991498,0.025862347,0.11314777,0.019396761,0.051724695,0.1002166,0.14224291,0.022629553,0.032327935,0.032327935,0.10344939,0.06788866,0.025862347,0.016163968,0,0.035560727,0.10344939,0.019396761,0.061423074,0.003232793,0.045259107,0.019396761,0.06465587,0.006465587,0.06465587,0.009698381,0.025862347,0.003232793,0.061423074,0.022629553,0.006465587,0.061423074,0.003232793,0.071121454,0.032327935,0.009698381,0.006465587,0.035560727,0.051724695,0.10991498,0.012931174,0.022629553,0.051724695,0.042026315,0.042026315,0.096983805,0.022629553,0.009698381,0.009698381,0.003232793,0.045259107,0.003232793,0.045259107,0.058190282,0.048491903,0.006465587,0.022629553,0.051724695,0.061423074,0.032327935,0.019396761,0.019396761,0.012931174,0.025862347,0.05495749,0.006465587,0.006465587,0.06465587,0.042026315,0.025862347,0.090518214,0.003232793,0.038793523,0.016163968,0.019396761,0.032327935,0.025862347,0.032327935,0.022629553,0.003232793,0.042026315,0.022629553,0.025862347,0.029095141,0.025862347,0.016163968,0.012931174,0.029095141,0.025862347,0.045259107,0.038793523,0.025862347,0.006465587,0.012931174,0.038793523,0.022629553,0.08405263,0.019396761,0.009698381,0.016163968,0.038793523,0.035560727,0.019396761,0.019396761,0.019396761,0.019396761,0.08728542,0.025862347,0.003232793,0.048491903,0.006465587,0.029095141,0.042026315,0.06465587,0.022629553,0.019396761,0.009698381,0,0.051724695,0.012931174,0.009698381,0.006465587,0.006465587,0.016163968,0.019396761,0.022629553,0.061423074,0.042026315,0.016163968,0.009698381,0.012931174,0.074354246,0.08081984,0.016163968,0.032327935,0.035560727,0.032327935,0.06788866,0.025862347,0.012931174,0.029095141,0.048491903,0.029095141,0.042026315,0.051724695,0.029095141,0.045259107,0.006465587,0,0.08728542,0.035560727,0.019396761,0.019396761,0.025862347,0.012931174,0.042026315,0.042026315,0.029095141,0.012931174,0.051724695,0.019396761,0.035560727,0.025862347,0.038793523,0.016163968,0.038793523,0.029095141,0.019396761,0.029095141,0.06465587,0.025862347,0.012931174,0,0.042026315,0.032327935,0.022629553,0.016163968,0.038793523,0.012931174,0.019396761,0.003232793,0.012931174,0.032327935,0.003232793,0.019396761,0.009698381,0,0,0.012931174,0.025862347,0.012931174,0.032327935,0.012931174,0.025862347,0.016163968,0.006465587,0.045259107,0.012931174,0,0.071121454,0.019396761,0.022629553,0,0.006465587,0.045259107,0.009698381,0.035560727,0.029095141,0.016163968,0.022629553,0.06465587,0.022629553,0.029095141,0,0.016163968,0.006465587,0.003232793,0.042026315,0.016163968,0.051724695,0.058190282,0.022629553,0.016163968,0.006465587
Preface to Menaphon,0,0.024975024,0,0.04995005,0,0.04995005,0,0.024975024,0.0999001,0,0,0,0.04995005,0,0,0,0.0999001,0,0,0,0,0.024975024,0,0,0,0.14985014,0.024975024,0,0,0,0.04995005,0,0.024975024,0.024975024,0,0.024975024,0.14985014,0.024975024,0.04995005,0.024975024,0,0.024975024,0,0.024975024,0,0,0.024975024,0.024975024,0.024975024,0,0,0,0.07492507,0,0,0.024975024,0,0,0.024975024,0.04995005,0,0.04995005,0.04995005,0,0,0.07492507,0,0,0.14985014,0,0.12487513,0,0,0,0.024975024,0,0,0.0999001,0.024975024,0.07492507,0.04995005,0,0.024975024,0.024975024,0,0.024975024,0,0.024975024,0,0,0.07492507,0.0999001,0.07492507,0,0,0,0.04995005,0.04995005,0.024975024,0,0,0.04995005,0.04995005,0.04995005,0.024975024,0.024975024,0,0,0,0,0,0.024975024,0,0,0,0.024975024,0,0,0,0,0.024975024,0,0.024975024,0,0.024975024,0.04995005,0,0,0.024975024,0,0,0.024975024,0,0,0,0.024975024,0.024975024,0,0,0.024975024,0,0,0.024975024,0.04995005,0,0.04995005,0.024975024,0.04995005,0.024975024,0,0,0,0.024975024,0.024975024,0,0.024975024,0.04995005,0,0.04995005,0.04995005,0,0,0,0.0999001,0.024975024,0,0.024975024,0,0,0,0,0.024975024,0,0,0,0.024975024,0.04995005,0.07492507,0.024975024,0,0,0,0.024975024,0.07492507,0,0.024975024,0,0,0,0,0.0999001,0.024975024,0.024975024,0,0.0999001,0.024975024,0,0,0.024975024,0.024975024,0.12487513,0,0.04995005,0.024975024,0,0,0.024975024,0,0.04995005,0.04995005,0.024975024,0.024975024,0,0.0999001,0,0,0,0.024975024,0.24975026,0.024975024,0,0,0,0,0,0.024975024,0.07492507,0,0.04995005
Quip for an Upstart Courtier,0.46968633,0.005398694,0.037790854,0.016196081,0,0.09177779,0.13496734,0.037790854,0.17815688,0.048588242,0,0.021594774,0.037790854,0.07558171,0,0,0.026993468,0.016196081,0.005398694,0.102575175,0.021594774,0.032392163,0.07018302,0.064784326,0,0.005398694,0.021594774,0.016196081,0.026993468,0.037790854,0.053986937,0.048588242,0.113372564,0.048588242,0.026993468,0.021594774,0.059385628,0.07558171,0.010797387,0.026993468,0.09177779,0.037790854,0,0.016196081,0,0.005398694,0.032392163,0,0,0.010797387,0.005398694,0.016196081,0.026993468,0.07018302,0.021594774,0.016196081,0.021594774,0.010797387,0.010797387,0.016196081,0.064784326,0.043189548,0.037790854,0.016196081,0.037790854,0.059385628,0.032392163,0.010797387,0.053986937,0.043189548,0.07018302,0.026993468,0.021594774,0.026993468,0.032392163,0,0.026993468,0.032392163,0.037790854,0.010797387,0.016196081,0.026993468,0.010797387,0.021594774,0.005398694,0.021594774,0.021594774,0.037790854,0.016196081,0.026993468,0.043189548,0.010797387,0,0.043189548,0.016196081,0.059385628,0.005398694,0.032392163,0.048588242,0,0.026993468,0,0.010797387,0.053986937,0.021594774,0.016196081,0.032392163,0.016196081,0.048588242,0.037790854,0.048588242,0.043189548,0.09177779,0.102575175,0.010797387,0.064784326,0.048588242,0.032392163,0.053986937,0.021594774,0.026993468,0.016196081,0.016196081,0,0.080980405,0,0.010797387,0.010797387,0,0.021594774,0.021594774,0.005398694,0.043189548,0.043189548,0.043189548,0.053986937,0.016196081,0,0.010797387,0.021594774,0.010797387,0.010797387,0.016196081,0.010797387,0.032392163,0.010797387,0.016196081,0.048588242,0.043189548,0.021594774,0.010797387,0.032392163,0.021594774,0.010797387,0.010797387,0.048588242,0.005398694,0.016196081,0.043189548,0.010797387,0.037790854,0.010797387,0,0.037790854,0.026993468,0.005398694,0.016196081,0.016196081,0.010797387,0.037790854,0.010797387,0.021594774,0.016196081,0.010797387,0.010797387,0.053986937,0.032392163,0.102575175,0,0.032392163,0.032392163,0.010797387,0.026993468,0.048588242,0.053986937,0.010797387,0.043189548,0.010797387,0.113372564,0.010797387,0.021594774,0.026993468,0.059385628,0.005398694,0.010797387,0,0,0.048588242,0.032392163,0.016196081,0.005398694,0.016196081,0.026993468,0.010797387,0,0.010797387,0.010797387,0.048588242,0,0.005398694,0.026993468,0.037790854,0.032392163,0.016196081,0,0.005398694,0,0.016196081,0.026993468,0.005398694,0,0.026993468,0.010797387,0.09177779,0.016196081,0.016196081,0.026993468,0,0.005398694
Strange News,0.017779358,0.004444839,0.022224197,0,0.035558715,0.035558715,0.022224197,0.022224197,0.031113876,0.14223486,0,0.013334518,0.017779358,0.022224197,0,0,0.031113876,0.057782914,0.035558715,0.026669037,0.062227752,0.026669037,0.026669037,0.022224197,0.013334518,0.008889679,0.053338073,0.013334518,0.1911281,0.026669037,0.053338073,0.022224197,0.017779358,0.008889679,0.07111743,0.013334518,0.013334518,0.048893236,0.013334518,0.013334518,0.048893236,0.017779358,0,0.040003557,0.008889679,0.013334518,0.040003557,0,0.06667259,0.004444839,0.026669037,0.017779358,0.017779358,0.031113876,0.017779358,0,0.004444839,0.026669037,0.008889679,0.017779358,0.031113876,0.035558715,0.017779358,0.004444839,0.008889679,0.017779358,0.022224197,0.017779358,0.040003557,0.031113876,0.031113876,0.017779358,0.035558715,0.022224197,0.008889679,0,0.022224197,0.048893236,0.022224197,0.1466797,0.022224197,0.004444839,0.008889679,0.004444839,0.022224197,0.017779358,0.008889679,0.057782914,0.031113876,0.044448394,0.031113876,0.053338073,0.026669037,0.031113876,0.017779358,0.035558715,0.053338073,0.031113876,0.017779358,0.017779358,0.013334518,0.004444839,0.026669037,0.004444839,0.035558715,0.035558715,0.013334518,0.048893236,0.004444839,0.053338073,0.06667259,0.008889679,0.017779358,0.013334518,0,0.031113876,0.035558715,0.013334518,0.031113876,0.013334518,0.017779358,0.022224197,0,0.004444839,0.035558715,0.053338073,0.004444839,0.004444839,0,0.022224197,0,0,0.022224197,0.040003557,0.004444839,0.044448394,0.008889679,0.08445195,0.022224197,0.031113876,0.008889679,0.07556227,0.017779358,0.013334518,0.026669037,0.044448394,0.022224197,0.031113876,0.022224197,0.004444839,0.031113876,0.017779358,0.031113876,0.013334518,0,0.013334518,0.048893236,0.013334518,0.062227752,0.026669037,0.026669037,0.022224197,0.013334518,0.057782914,0.022224197,0.031113876,0.017779358,0.013334518,0.026669037,0.013334518,0.008889679,0.035558715,0.008889679,0.040003557,0.004444839,0.013334518,0.004444839,0.057782914,0,0.013334518,0.017779358,0.017779358,0,0.026669037,0.026669037,0.026669037,0.026669037,0.017779358,0.013334518,0.008889679,0.017779358,0.040003557,0.057782914,0.12890035,0.004444839,0.008889679,0.008889679,0.031113876,0.022224197,0.017779358,0.022224197,0.004444839,0.013334518,0.10667615,0.008889679,0.035558715,0.017779358,0.022224197,0.013334518,0,0.035558715,0.022224197,0.017779358,0.035558715,0.004444839,0.008889679,0.013334518,0.031113876,0.09334163,0.026669037,0.026669037,0.017779358,0,0.022224197,0,0.008889679,0.040003557,0.004444839,0.008889679
Terrors of the Night,0,0.022473594,0,0.06742078,0.11985917,0.014982396,0.029964792,0,0,0,0,0.029964792,0.052438386,0.014982396,0,0.014982396,0.03745599,0.07491198,0.08989438,0.029964792,0.09738557,0.007491198,0.029964792,0.014982396,0,0,0.08989438,0.03745599,0.014982396,0.022473594,0.014982396,0.014982396,0,0.014982396,0.022473594,0.022473594,0,0.029964792,0.029964792,0.007491198,0.04494719,0.14233276,0,0.022473594,0.007491198,0.014982396,0.007491198,0.03745599,0.03745599,0.014982396,0.007491198,0.08989438,0.052438386,0.022473594,0.007491198,0.022473594,0.029964792,0,0.007491198,0.04494719,0.15731515,0.082403176,0.007491198,0.03745599,0.007491198,0.059929583,0.007491198,0.022473594,0.029964792,0.014982396,0.04494719,0.09738557,0.03745599,0.029964792,0.059929583,0,0.007491198,0.007491198,0.007491198,0.059929583,0.04494719,0.007491198,0.022473594,0.022473594,0.029964792,0.022473594,0.022473594,0.04494719,0.03745599,0.007491198,0.014982396,0.014982396,0.022473594,0.007491198,0.052438386,0.03745599,0.029964792,0.029964792,0.022473594,0.022473594,0.029964792,0.014982396,0.03745599,0.014982396,0.03745599,0.04494719,0.014982396,0.029964792,0.052438386,0.014982396,0.022473594,0.029964792,0,0.04494719,0.014982396,0.08989438,0.007491198,0,0.029964792,0.022473594,0.06742078,0.029964792,0,0,0.007491198,0.03745599,0,0,0.022473594,0.029964792,0,0,0.022473594,0.022473594,0.04494719,0.03745599,0.007491198,0,0.03745599,0.014982396,0.014982396,0,0.014982396,0.022473594,0.04494719,0.03745599,0.007491198,0.022473594,0.014982396,0,0.029964792,0,0.03745599,0.007491198,0.03745599,0.029964792,0.029964792,0.014982396,0.029964792,0.03745599,0.022473594,0.007491198,0.007491198,0.022473594,0.052438386,0,0.007491198,0.03745599,0.022473594,0.014982396,0.007491198,0.022473594,0,0,0,0,0.007491198,0.014982396,0.022473594,0.014982396,0.04494719,0.007491198,0.014982396,0.029964792,0.007491198,0.029964792,0.052438386,0.014982396,0.007491198,0.03745599,0.03745599,0.04494719,0.029964792,0.007491198,0.04494719,0.029964792,0,0.007491198,0.06742078,0,0.014982396,0.022473594,0.007491198,0.007491198,0.007491198,0,0.007491198,0.014982396,0,0,0.03745599,0.029964792,0.007491198,0.029964792,0.007491198,0.10487677,0,0.022473594,0.022473594,0.029964792,0.022473594,0.014982396,0.007491198,0.029964792,0,0.014982396,0.022473594,0.014982396,0.082403176
Unfortunate Traveller,0.08021242,0.03319135,0.038723238,0.013829729,0.0968081,0.041489184,0.035957295,0,0.024893511,0.019361619,0.002765946,0.030425403,0.0663827,0.013829729,0.013829729,0.008297837,0.049787022,0.030425403,0.11616972,0.055318914,0.030425403,0.038723238,0.035957295,0.005531891,0.022127565,0.011063783,0.055318914,0.027659457,0.013829729,0.04425513,0.030425403,0.085744314,0.013829729,0.016595675,0.07468054,0.049787022,0.008297837,0.06361675,0.013829729,0.041489184,0.024893511,0.03319135,0.027659457,0.038723238,0.005531891,0.041489184,0.016595675,0.041489184,0.049787022,0.005531891,0.05255297,0.077446476,0.038723238,0.041489184,0.022127565,0.030425403,0.016595675,0.024893511,0.022127565,0.024893511,0.055318914,0.047021076,0.041489184,0.069148645,0.03319135,0.027659457,0.047021076,0.013829729,0.013829729,0.008297837,0.030425403,0.0663827,0.038723238,0.022127565,0.047021076,0.016595675,0.0968081,0.019361619,0.0663827,0.011063783,0.07191459,0.024893511,0.013829729,0.024893511,0.011063783,0.022127565,0.022127565,0.047021076,0.019361619,0.030425403,0.049787022,0.013829729,0.013829729,0.038723238,0.030425403,0.041489184,0.024893511,0.030425403,0.013829729,0.008297837,0.030425403,0.019361619,0.030425403,0.011063783,0.035957295,0.04425513,0,0.024893511,0.030425403,0.005531891,0.022127565,0.022127565,0.024893511,0.030425403,0.002765946,0.011063783,0.04425513,0.022127565,0.016595675,0.030425403,0.05808486,0.024893511,0,0.005531891,0.011063783,0.05255297,0,0.005531891,0.030425403,0.035957295,0.011063783,0.047021076,0.022127565,0.002765946,0.049787022,0.019361619,0.011063783,0.002765946,0.005531891,0.016595675,0.027659457,0.013829729,0.016595675,0.005531891,0.024893511,0.016595675,0.019361619,0.049787022,0.016595675,0.019361619,0.013829729,0.022127565,0.030425403,0.016595675,0.005531891,0.008297837,0.055318914,0.016595675,0.027659457,0.019361619,0.035957295,0.030425403,0.011063783,0.013829729,0.019361619,0.019361619,0.03319135,0.024893511,0.035957295,0.022127565,0.013829729,0.03319135,0.002765946,0.016595675,0,0.016595675,0.005531891,0.04425513,0.002765946,0.027659457,0.019361619,0.019361619,0.016595675,0.041489184,0.030425403,0.047021076,0.016595675,0.030425403,0.011063783,0.038723238,0.013829729,0.06361675,0.027659457,0.013829729,0.035957295,0.008297837,0.002765946,0.008297837,0.013829729,0.024893511,0.016595675,0.002765946,0.005531891,0.027659457,0,0.024893511,0.024893511,0.027659457,0.008297837,0.002765946,0.030425403,0.013829729,0.005531891,0.035957295,0.005531891,0.013829729,0.008297837,0.019361619,0.03319135,0.019361619,0.047021076,0.008297837,0.013829729,0.013829729,0.008297837,0,0.016595675,0.005531891,0.06361675
Vision,0.28871083,0.17676173,0.22389819,0.15908556,0.058920573,0.07070469,0.029460287,0.15319349,0.10016498,0.041244403,0.053028516,0.005892057,0.02356823,0.058920573,0.10016498,0.10016498,0.017676173,0.076596744,0.011784115,0.005892057,0.041244403,0.02356823,0.076596744,0.09427292,0.09427292,0.06481263,0.017676173,0.017676173,0.07070469,0.058920573,0.005892057,0.017676173,0.041244403,0.035352346,0.011784115,0.029460287,0.011784115,0.011784115,0.035352346,0.029460287,0.053028516,0.041244403,0.07070469,0.02356823,0.041244403,0.041244403,0.053028516,0.02356823,0.02356823,0.017676173,0.017676173,0.005892057,0.005892057,0.035352346,0.011784115,0.029460287,0.09427292,0.10605703,0.011784115,0.053028516,0.005892057,0.041244403,0.017676173,0.02356823,0.029460287,0.02356823,0.035352346,0.011784115,0.011784115,0.041244403,0.035352346,0.029460287,0.035352346,0.02356823,0.035352346,0.06481263,0.04713646,0.035352346,0.02356823,0.029460287,0.017676173,0.017676173,0.029460287,0.053028516,0.058920573,0.041244403,0.07070469,0.02356823,0.053028516,0.02356823,0.017676173,0.10605703,0.06481263,0.029460287,0.041244403,0.005892057,0.035352346,0.029460287,0.011784115,0.12373321,0.011784115,0.02356823,0.029460287,0.04713646,0.011784115,0.011784115,0.053028516,0.035352346,0.035352346,0.029460287,0,0.029460287,0.07070469,0.017676173,0,0.035352346,0.02356823,0.011784115,0.011784115,0.02356823,0.029460287,0.04713646,0,0.017676173,0,0.011784115,0.15319349,0.005892057,0.005892057,0.035352346,0.20032996,0,0.06481263,0,0.02356823,0.02356823,0,0.017676173,0.02356823,0,0.005892057,0.041244403,0.076596744,0.04713646,0.035352346,0.02356823,0.041244403,0.011784115,0.011784115,0.011784115,0.029460287,0.017676173,0.02356823,0.058920573,0.06481263,0.053028516,0.017676173,0.035352346,0,0.04713646,0.017676173,0,0.02356823,0.06481263,0.005892057,0.005892057,0.005892057,0.005892057,0.017676173,0.011784115,0.053028516,0.017676173,0.011784115,0.017676173,0.09427292,0.005892057,0.053028516,0,0.029460287,0.029460287,0.005892057,0.082488805,0.04713646,0.005892057,0.02356823,0.041244403,0.04713646,0.02356823,0.005892057,0.035352346,0.082488805,0,0,0.06481263,0.005892057,0.029460287,0.10016498,0.02356823,0.06481263,0.011784115,0.082488805,0.011784115,0.02356823,0,0.005892057,0.04713646,0.011784115,0,0.041244403,0.041244403,0.005892057,0.011784115,0.011784115,0.017676173,0.035352346,0.02356823,0.06481263,0.017676173,0.011784115,0.035352346,0.017676173,0,0.005892057,0.02356823,0.035352346,0.02356823,0.011784115,0.005892057,0.017676173
Two Dangerous Comets,0.017319016,0,0.12123311,0,0,0,0.034638032,0,0,0,0,0,0.017319016,0.034638032,0.017319016,0,0.069276065,0.05195705,0.034638032,0.15587115,0.017319016,0.08659508,0.017319016,0,0.05195705,0.034638032,0,0,0.05195705,0.069276065,0.46761343,0.017319016,0,0,0,0.017319016,0,0.017319016,0,0,0.069276065,0.017319016,0.017319016,0.034638032,0,0,0.13855213,0,0.034638032,0,0,0.017319016,0.069276065,0.069276065,0.034638032,0.034638032,0.017319016,0,0,0.034638032,0.05195705,0.034638032,0.034638032,0.017319016,0.017319016,0.017319016,0.017319016,0.12123311,0.034638032,0.017319016,0,0.08659508,0,0.017319016,0.05195705,0.017319016,0,0.017319016,0,0.05195705,0,0.034638032,0.1039141,0.017319016,0.017319016,0.1039141,0,0.034638032,0,0,0,0.017319016,0,0,0.034638032,0,0.017319016,0.069276065,0.15587115,0,0.05195705,0.017319016,0.017319016,0.05195705,0,0,0,0.017319016,0,0.017319016,0.05195705,0.08659508,0.13855213,0.017319016,0,0,0.034638032,0,0.05195705,0.034638032,0,0.1039141,0,0,0,0.017319016,0,0,0.017319016,0,0.017319016,0,0,0.13855213,0,0.034638032,0.017319016,0,0,0.034638032,0,0,0.017319016,0.034638032,0.017319016,0.034638032,0.034638032,0.17319016,0.05195705,0.05195705,0,0.017319016,0,0.05195705,0.017319016,0,0,0.017319016,0.1039141,0,0,0.034638032,0,0.069276065,0.034638032,0,0,0,0,0,0,0,0,0.05195705,0,0.017319016,0.017319016,0,0.017319016,0,0.017319016,0,0.017319016,0.034638032,0.05195705,0.12123311,0.034638032,0,0.017319016,0.034638032,0.034638032,0,0.017319016,0,0,0,0.017319016,0,0,0.017319016,0.017319016,0,0.034638032,0.017319016,0,0.034638032,0.034638032,0.05195705,0,0,0.017319016,0.017319016,0.017319016,0.017319016,0,0.017319016,0,0.034638032,0.017319016,0.05195705,0,0.017319016,0,0,0,0.017319016,0.069276065,0,0
Wonderful Prognostication,0,0.01953125,0,0,0.078125,0,0,0,0.01953125,0,0,0.01953125,0.0390625,0,0.01953125,0,0.0390625,0.01953125,0,0.13671875,0,0.0390625,0,0,0,0,0.01953125,0,0.0390625,0.0390625,0.60546875,0.01953125,0,0.01953125,0,0,0.0390625,0.01953125,0.01953125,0,0,0.078125,0,0.0390625,0,0.25390625,0.25390625,0,0,0,0,0,0.01953125,0.09765625,0,0.01953125,0,0.01953125,0,0.078125,0.01953125,0.0390625,0.0390625,0,0,0.01953125,0,0.01953125,0.01953125,0.01953125,0.01953125,0.0390625,0,0.01953125,0,0,0,0.078125,0,0,0.01953125,0,0.01953125,0,0,0.01953125,0.01953125,0.05859375,0.0390625,0.01953125,0,0,0,0,0.13671875,0.09765625,0,0.01953125,0.1171875,0,0.1171875,0,0.078125,0.0390625,0,0,0.01953125,0.01953125,0,0,0.01953125,0.1953125,0,0,0,0.01953125,0.01953125,0,0,0.01953125,0.01953125,0.0390625,0,0.01953125,0,0,0.01953125,0,0.01953125,0.0390625,0,0.01953125,0,0.1953125,0.05859375,0.05859375,0,0,0.0390625,0.078125,0,0,0.01953125,0.01953125,0.0390625,0,0,0.0390625,0.0390625,0.05859375,0.0390625,0,0.01953125,0.0390625,0.01953125,0.01953125,0,0,0.01953125,0,0.0390625,0,0,0.05859375,0.0390625,0,0,0.05859375,0.078125,0,0,0.0390625,0,0.01953125,0.0390625,0,0,0.05859375,0.0390625,0,0,0,0.078125,0.0390625,0,0.09765625,0.01953125,0,0.01953125,0.05859375,0,0,0,0,0,0.09765625,0,0,0,0,0,0.41015625,0.01953125,0.01953125,0,0,0.01953125,0.0390625,0.05859375,0,0.01953125,0,0,0,0,0,0,0.0390625,0.0390625,0.01953125,0,0.0390625,0,0.078125,0,0,0.01953125,0,0
